,Username,Tweet,Likes,Retweets,No
113,archa_bella,"#BerharapTakBerpisah 
Pihak Badan Pengawas Obat dan Makanan (BPOM) mengatakan, lima jenis vaksin Covid-19 sedang dalam proses registrasi sebagai vaksin booster di BPOM.
Kelima merek vaksin tersebut yaitu Pfizer, AstraZeneca, Coronavac/Vaksin PT Bio Farma, Zifivax, dan Sinopharm. https://t.co/jMs3zuWHBt",0,0,113
114,snnews_official,Marinir Gelar Vaksin Covid-19 Kepada Anak Usia 6 Sampai 11 Tahun https://t.co/rf0DnnWo9H,0,0,114
115,st_nurjanahh,"Meskipun telah melakukan vaksinasi Covid-19 sangat dihimbau untuk tetap mematuhi protokol kesehatan. Karena vaksin tidak membuat manusia menjadi kebal. Selain itu imbangi juga dengan mengonsumsi makanan bergizi, cukup istirahat, rutin berolahraga

#BerharapTakBerpisah",1,0,115
116,detikcom,"Pakar epidemiologi Dicky Budiman mengatakan booster vaksin COVID-19 penting bagi kelompok berisiko. Bagi yang lain, kesetaraan 2 dosis lebih penting. https://t.co/HLjTa5IX0A",4,2,116
117,MarianusNore,"Kitorang sudah Vaksin
Kitorang aman dari Covid-19 https://t.co/t96k6Edf08",0,0,117
118,humaspoldajbr,"5 Jenis Vaksin Covid-19 yang sedang proses sebagai Vaksin Booster

Kelima merek vaksin tersebut adalah: 

1. Pfizer

2. AstraZeneca 

3. Coronavac/ Vaksin PT Bio Farma

4. Zivivax 

5. Sinopharm https://t.co/O9OcS0rgFs",8,1,118
119,shafigh,"#BerharapTakBerpisah

Ingat Vaksin biar terhindar dari Covid 19 https://t.co/fHLXQcEyoh",0,1,119
120,shafigh,"#BerharapTakBerpisah

Lebih Takut di Vaksin atau lebih takut kena Covid 19 

Ha yang mana ? https://t.co/5X5KAUG5SO",1,2,120
121,wahananewsdotco,Dinkes Jombang Masih Telusuri Penyebab Siswa SD Meninggal Usai Vaksin Covid-19 https://t.co/JPU7PJX8R1,0,4,121
122,st_nurjanahh,"pemerintah terus mengkaji skema pemberian vaksin Covid-19 pada anak-anak. Tentunya apabila sudah ada pemberian izin penggunaan darurat (EUA) dan dikeluarkan BPOM, pelaksanaan vaksinasi pada anak usia 6-11 tahun sudah dimulai sejak 14 Desember 2021

#BerharapTakBerpisah",1,0,122
123,beautynesia_id,"Orang Tua Wajib Tahu! Ini Cara Cek Sertifikat Vaksin COVID-19 untuk Anak, Mudah kok! https://t.co/QYUT9sFI4f",0,0,123
124,Evi_Fadliah,"Sebelum beranjak ke resolusi 2022, jangan lupa lengkapi dulu dosis vaksin covid-19 kamu yaa!! https://t.co/0TqNzzzSnw",0,0,124
125,azzura_lhi,"Tenang stok vaksin covid-19 kita berlimpah jadi jangan pilih-pilih vaksin ya semuanya aman. yang penting itu jangan ditunda-tunda deh

#BerharapTakBerpisah https://t.co/Ouvpq4r6Cn",0,0,125
126,st_nurjanahh,"vaksin Covid-19 pada kelompok anak-anak menjadi satu hal yang juga darurat. Sebagai bentuk perlindungan diri dan kewaspadaan

#BerharapTakBerpisah",1,0,126
127,suaradotcom,"Beberapa negara di seluruh dunia telah mengizinkan vaksin Covid-19 untuk anak. Indonesia sendiri telah memberikan izin suntik vaksin untuk anak usia 6-11 tahun.

#sudahdivaksintetap3m
#vaksinmelindungikitasemua
#ingatpesanibu https://t.co/O0PXJENJUj",0,0,127
128,TinaSindy,"Kalau Indonesia sudah terbebas dari Covid-19 kan enak loh, bukan cuma biat pemerintah tapi buat kita semua. Apalagi anak² yg pasti sudah rindu main bersama temannya di sekolah, bisa main seru²an lagi, lari²an lagi. Makanya yuk vaksin, Indonesia pasti bisa
#BerharapTakBerpisah",0,0,128
129,ungayossy29,Saya mah lebih memilih taat prosesur 2x vaksin dri pada mengobati karena terpapar covid 19 #BerharapTakBerpisah,0,0,129
130,serambinews,"#KomunitasTrail 
#Vaksinasi 
#BeritaNaganRaya

Komunitas Motor Trail Road Glee Nagan Raya kerja sama dengan Polres Nagan Raya dan Bank Aceh mengelar vaksinasi massal Covid -19 di Polsek Seunagan, Kamis (30/12/2021). Warga yang ikut vaksin tersebut...
 
https://t.co/5RQhoqDBqI",0,0,130
131,septinuranisa_,Pencapaianku di tahun 2021 adalah sudah vaksin covid-19 2 kali.,0,0,131
132,TinaSindy,"Jangan ada alasan lagi blm vaksin karena susah cari tempat vaksinnya. Sekarang nih stok vaksin Covid-19 berlimpah, jadi segera deh divaksin fan jangan pilih² vaksin ya tweps...kalian #BerharapTakBerpisah kan dengan orang kesayangan https://t.co/KtC9PjbPQM",0,0,132
133,azzura_lhi,"Vaksinasi tetap kunci utama mencegah penularan covid 19 di Indonesia. Kalaupun udah vaksin Jangan sombong, tetap wajib pakai masker tiap kali keluar rumah..
#BerharapTakBerpisah",0,0,133
134,hanny_nr,#BerharapTakBerpisah gegara virus covid-19 karena pemerintah terus akan mendatangkan stok vaksin ke Indonesia. https://t.co/ZovCvmhWAm,2,0,134
135,st_nurjanahh,"Mendapatkan vaksin Covid-19 menjadi sesuatu yang penting karena selain bermanfaat bagi diri sendiri juga bermanfaat bagi orang lain. Secara tidak langsung sudah turut menjaga lingkungan terdekat dari virus yang menyerang secara global itu

#BerharapTakBerpisah",1,0,135
136,kumaedi07,"Kita semua #BerharapTakBerpisah dengan sanak family karena ada yang terpapar covid-19 kan. 

Yuk ajak keluarga yang belum vaksin untuk segera vaksin dan tetap disiplin prokes ya.",2,0,136
137,st_nurjanahh,"Selain itu, pemberian vaksin bagi anak usia 6-11 tahun ini bertujuan untuk melindungi mereka dari paparan Covid-19 dan memberikan keamanan saat melaksanakan pembelajaran tatap muka (PTM) terbatas.

#BerharapTakBerpisah https://t.co/JTZCQWVxlH",1,0,137
138,BPKPgoid,"BPKP &amp; Kemenkes inventarisasi fisik &amp; stock opname vaksin Covid-19

Pelaksanaan penghitungan vaksin dilakukan di seluruh dinkes pada 28-31 Desember 2021

Irjen Kemenkes Murti Utami mengatakan, “Tidak sempurna apabila proses tersebut tidak dikawal oleh BPKP”

Siap Bu 💪🏻

-utas- https://t.co/zY15gQAgYn",2,1,138
139,kumaedi07,"Vaksin adalah ikhtiar kita semua dalam mencegah dan menekan pandemi. Jadi kalaupun kita terpapar covid-19 maka efeknya tak akan separah orang yang tanpa vaksin lho.

#BerharapTakBerpisah",3,1,139
140,kumaedi07,"Banyak yang beranggapan kakau vaksin terus bikin kita kebal. 

Gak seperti itu konsepnya. Vaksin bikin imun meningkat dan masih bisa terpapar covid-19.

#BerharapTakBerpisah",2,0,140
141,depokterkini,500 Siswa SDN Bojongsari 01 Ikuti Vaksin Covid-19 Lanjutan https://t.co/J8NQ7MEbQ9,0,0,141
142,iznieocti,"Lebih takut mana, takut kena covid-19 atau takut divaksin? Kalo aku sih takut kena covid-19. Makanya perlindungan diri kita dengan di vaksin. Supaya tercipta antibodi, tuk melawan virus covid-19.
#BerharapTakBerpisah https://t.co/OLQ1Mwq5Pu",2,0,142
143,Sanjayaluv,Nggak usah khawatir Spiderman cepat turun layar. Vaksin Covid-19 dulu utamakan. #BerharapTakBerpisah https://t.co/B2rPEPsMFT,0,0,143
144,iznieocti,"Kebijakan berubah-ubah bukan berarti buat kita bingung ya. Tetap ikuti prokes ya. Pemerintah pasti memberikan yang terbaik untuk kita semua, supaya terhindar dari virus covid-19.
Yuk segera vaksin, bagi yang belum. 
#BerharapTakBerpisah https://t.co/MzltxrubdI",1,0,144
145,LeylaHana,"Stok vaksin terus digenjot supaya target vaksinasi 80% tercapai. Kalau udah 80%, kita udah masuk tahap herd immunity. Situasi dan kondisi sudah kondusif. Semoga aja covid-19 sudah bisa kita enyahkan dari Indonesia. 

#BerharapTakBerpisah",0,0,145
146,detikHealth,Ada 10 nama vaksin COVID-19 di Indonesia yang telah mendapatkan izin penggunaan darurat atau Emergency Use Authorization (EUA) dari BPOM. Berikut daftarnya: https://t.co/9KPk0Rqj0g,1,0,146
147,TinaSindy,"Owh ya untuk anak² usia 6 sampai 11 tahun juga sudah bisa di vaksin Covid-19 juga ya. Yuk yg punya anak segera di vaksin biar tenang dan aman.
#BerharapTakBerpisah https://t.co/dCY8y84lks",0,0,147
148,jiahaljafara,"Makanya kudu vaksin dan disiplin prokes. Vaksin tidak mencegah kita tertular, tapi bisa mencegah keparahan bahkan kematian akibat COVID-19
#BerharapTakBerpisah https://t.co/5t8QnXTMVX",1,1,148
149,RiskaNgilan,"Jika kamu sudah mendapat suntikan vaksin Covid-19, kamu tetap perlu menunggu waktu minimal 14 hari sebelum melakukan perjalanan. Tujuannya supaya tubuhmu memiliki sistem imun yang lebih siap melawan berbagai macam risiko infeksi. #BerharapTakBerpisah",0,0,149
150,SektorLilirilau,"Ayo Vaksin
Mari tingkatkan imunitas tubuh dan cegah tertularnya Covid-19 dengan melakukan Vaksinasi

#KetatProkesNataru
Vaksinasi Tangkal Omicron https://t.co/uaOKmHpCYm",2,0,150
151,TinaSindy,Saat ini pemerintah lagi semangat²nya kejar target Resolusi akhir tahun 2021. Yaitu vaksin covid-19 bisa mencapai 80%. Makanya yuk dukung pemerintah untuk vaksin. Kalian #BerharapTakBerpisah dengan anggota keluarga dan juga sahabat kan,0,0,151
152,iznieocti,"Kalian ga mau kan kena covid-19 duluan? Amit-amit dech. Nah, buruan dech vaksin sekarang. Kita dukung pemerintah yuk, jadi bagian 80% target vaksinasi pemerintah akhir tahun 2021 ini. 
#BerharapTakBerpisah https://t.co/1uHtO6wIY0",3,0,152
153,DivHumas_Polri,"10 Vaksin Covid-19 Yang Sudah Dapatkan Izin Penggunaan Darurat Dari BPOM

Sobat Polri, yuk kita simak berikut adalah daftar vaksin Covid-19 yang sudah mendapatkan izin penggunaan darurat dari BPOM! https://t.co/8c9G2LGCXe",50,9,153
154,haibundacom,"Pemerintah pastikan masyarakat dapat akses vaksin COVID-19 dosis ketiga. Namun, booster ini akan dikenakan biaya. Simak rincian harganya di sini, yuk! https://t.co/NKMLwBq0IS",0,0,154
155,morodjoyo,"Komorbid Yg disalahin.. 

.. Jika Timbul KIPI.. 

Lalu MATI. 

Lah.. Kok Dipaksa Suntik.. 

... Padahal.. Tanpa Suntikan Vaksin covid 19.

Kagak ade ape ape.. 

Sehat saja. 

Sudah Banyak contohnya.. 
Komorbid Tetap Hidup Tanpa Vaksin. 

#StopPaksaVaksin",5,0,155
156,HaluanRiau_,Seratus Ribu Lebih Anak Usai 6-16 Tahun di Pekanbaru Bakal Dapat Suntik Vaksin Covid-19 https://t.co/hL70pukCup,0,0,156
157,st_nurjanahh,"Sekarang bahkan masyarakat bisa mendapat vaksin Covid-19 di mana saja, sesuai jadwal penyelenggaraan vaksinasi di wilayah masing-masing.

#BerharapTakBerpisah",1,0,157
158,contactap2,"@ardird Kembali kami sampaikan, mengacu pada SE No. HK.02.01/MENKES/847/2021 untuk pengecekan serta validasi hasil bebas covid-19 serta kartu vaksin calon penumpang merupakan kewenangan maskapai serta pihak KKP (Kantor Kesehatan Pelabuhan). Kami himbau pelanggan dapat (1/2) -Imam",0,0,158
159,suaradotcom,"Suntik Vaksin Covid-19 untuk Remaja 15 Tahun ke Atas, Ini Efek Sampingnya!  https://t.co/J2zIxitLHl",0,0,159
160,Sanjayaluv,"Yang bikin saya lega, anak usia 6-11 tahun sudah bisa vaksin COVID-19. Beberapa hari lalu anak saya sudah vaksin di sekolah. Tinggal lanjut dosis ke-2. #BerharapTakBerpisah",1,0,160
161,bowosusilo94,"Jangan sampai deh kena Covid-19 dulu baru vaksin. Ayo ambil bagian sekarang juga untuk wujudkan 80% target vaksinasi di akhir tahun 2021.

#BerharapTakBerpisah https://t.co/lifRoj7GgT",0,0,161
162,Radar_Cirebon,"MAJALENGKA - Polres Majalengka memeriksa kelengkapan persyaratan perjalanan menjelang Tahun Baru 2022, saat pandemi Covid-19. Seperti kartu vaksin dan hasil tes antigen https://t.co/HMx0FQgIt8",0,0,162
163,yulakusuma,"Meski udah vaksin, kami tetap menjalankan protokol kesehatan lengkap. Pokoknya nggak boleh ngasih celah buat Covid-19 deketin tubuh kami. #BerharapTakBerpisah https://t.co/rBUG6rtJKW",0,0,163
164,reviewapaaja,"Dan Pemerintah juga terus memastikan bahwa stock vaksin Covid-19 di Indonesia akan terus terjaga, jadi kita ya vaksin tinggal vaksin aja gak perlu banyak mikir ini itu deh #BerharapTakBerpisah https://t.co/ECtS2Q0WDq",0,0,164
165,melfeyadin,"Program vaksinasi covid-19 kan sudah menyebar ke pelosok desa. Seperti di kampung Ibuku, sudah berkali2 ada pelayanan vaksin dr semua jenis vaksin.  #BerharapTakBerpisah https://t.co/RqAUCJXbPf",0,0,165
166,Sanjayaluv,Sadar vaksin adalah perlindungan terbaik dari terpaparnya Covid-19. Apalagi sekarang varian baru Omicro  sedang merajalela. Jangan sampai terkena saat Liburan. Ayo vaksin! #BerharapTakBerpisah,0,0,166
167,detikcom,Ada 10 nama vaksin COVID-19 di Indonesia yang telah mendapatkan izin penggunaan darurat atau Emergency Use Authorization (EUA) dari BPOM. Berikut daftarnya: https://t.co/zHVq68RwzO,3,0,167
168,RiskaNgilan,"Bahkan, pada orang yang sudah pernah terinfeksi COVID-19 sekalipun, penelitian menunjukkan bahwa vaksinasi terbukti menyediakan perlindungan bagi orang-orang yang sebelumnya pernah terpapar virus ini. #BerharapTakBerpisah segitu pentingnya vaksin jangan sampai dilewatkan ya.",0,0,168
169,idahceris,"Jadi, buat yang belum vaksin, segerakan saja, ya. Kalian jangan berpikir akan kehabisan stok vaksin.

Stok vaksin di Indonesia, tuh, banyak. Enggak akan kehabisan karena pemerintah terus kerjasama untuk datangkan stok vaksin Covid-19. #BerharapTakBerpisah https://t.co/I1vgyxj2Z1",1,1,169
170,awanmalangit,"Selain itu, semakin banyak masyarakat yang cepat melakukan vaksinasi covid-19  ini, maka kita pun telah membantu pemerintah dalam mencapai 80 persen dari target jumlah vaksin yang ingin dicapai akhir tahun 2021 ini. Semoga hal ini bisa terwujud ya. Aamiin 🤲 #BerharapTakBerpisah https://t.co/34lVHiOyh7",0,0,170
171,idahceris,"Hmm...jangan-jangan kalian enggak cepat2 vaksin karena pilih2 jenis vaksin, ya? Katanya #BerharapTakBerpisah?

Semua jenis vaksin itu aman karena sudah terdaftar di BPOM. Semua vaksin Covid-19, tuh, ampuh dan bermanfaat.",0,0,171
172,st_nurjanahh,"Vaksin COVID-19 yang terbaik adalah vaksin yang siap tersedia karena semakin cepat terlindungi  maka akan semakin berdampak baik pada seseorang.

#BerharapTakBerpisah",1,0,172
173,awanmalangit,"Dan untuk urusan stok vaksin covid-19 ini tidak perlu khawatir juga, karena pemerintah sudah menyiapkan jumlah vaksin yang banyak sehingga masyarakat yang ada di berbagai daerah di Indonesia akan tetap bisa mendapatkan vaksinasi ini. #BerharapTakBerpisah",0,0,173
174,melfeyadin,"Jangan pilih2 juga soal vaksin, krn semua vaksin sama aja, sama2 berfungsi untuk melindungi dr covid-19. #BerharapTakBerpisah https://t.co/PqyGPAKB40",2,1,174
175,eno_basuki,"Jangan pilah2 vaksin covid 19 karena semua sama amannya

#BerharapTakBerpisah https://t.co/th1MqBqARc",1,1,175
176,awanmalangit,"Manfaat dari semua jenis vaksin covid yang ada itu juga sama kok, yaitu untuk mencegah terjadinya dampak yang parah atau kematian akibat virus covid-19. Untuk itu, jangan pilih-pilih vaksin, tapi lakukan vaksinasi secepat mungkin. #BerharapTakBerpisah https://t.co/hO2sZa4WfL",0,0,176
177,fitrian,"Kalau sekiranya poin yang didapatkan sedikit, coba deh ditambah terutaam di bagian vaksin bukan pernah covid-19 lho, kalo yg ini sih harus dihindari dengan menaati prokes

#BerharapTakBerpisah",2,1,177
178,hanny_nr,"Vaksin Covid-19 bukan karena mau ngemal atau mau jalan jalan liburan tapi untuk perlindungan diri dari dalam, prokes ketat dari luar.
#BerharapTakBerpisah https://t.co/dkI7xTJLzm",2,0,178
179,anis_sa_ae,"Selain itu, kalian gak perlu pilih-pilih vaksin karena banyak stok vaksin COVID-19. Serta ada berbagai jenisnya yang aman di Indonesia, sama-sama aman, manfaatnya pun sama. Biar kalian gak ragu, pemerintah akan memberikan penjelasan sampai ke desa-desa, lho! #BerharapTakBerpisah",0,0,179
180,mh_ranie,"Vaksin covid 19 yang aman digunakan di Indonesia itu gak cuma sinovac  semuanya aman karena sudah ada izin bpom-nya

#BerharapTakBerpisah https://t.co/YaPwELE67Y",0,0,180
181,hanny_nr,"Makanya begitu sembuh dan berusaha berdamai dengan darah tinggi akhirnya bisa juga vaksin covid-19 dengan dosis kumplit.
#BerharapTakBerpisah https://t.co/tuoDduj2hd",2,0,181
182,anis_sa_ae,"Buat kalian yang belum vaksin karena takut, segera lakukan yuk karena vaksin COVID-19 sangat mudah, gak bikin sakit, apalagi hati gundah. Jangan kalah sama anak umur 6-11 tahun yang sudah vaksinasi untuk menghadapi sekolah tatap mukanya. #BerharapTakBerpisah",0,0,182
183,Vendra_Deje,Perisai kita vaksin bro.. Jurus menghindar dari serangan Covid-19 ya taat prokes lah. #BerharapTakBerpisah https://t.co/Fp6vFf47aV,3,1,183
184,LeylaHana,"Nah, saatnya kita vaksin supaya gak kalah dari kejaran virus covid-19. Minimal bisa mengurangi tingkat keparahannya. So, setelah divaksin pun tetap harus prokes ya. 

#BerharapTakBerpisah https://t.co/GUxi1WGrtj",0,0,184
185,mh_ranie,"Nonton spider-man boleh skip tapi kalau vaksin covid-19 tidak boleh skip ya ini wajib hukumnya agar kita aman dari covid 19

#BerharapTakBerpisah https://t.co/pH5U5BCsZQ",0,0,185
186,kodim0416bungo1,"Ikhtiar Terhindar Dari Covid-19, Vaksinasi Terus Dilakukan oleh Tim Vaksin Mobile Kodim 0416 Bute
https://t.co/EXEcPBvL84 https://t.co/fucU6nHktg",0,0,186
187,mh_ranie,"Apapun mereknya vaksin covid-19 itu manfaatnya sama kok jangan pilih-pilih lagi ya guys

#BerharapTakBerpisah https://t.co/lUpqye8bfI",0,0,187
188,lastminute_id,"Yuk kita ajak anak, adik, maupun saudara kita untuk vaksin. Sekarang ini anak-anak usia 6-11tahun juga sudah bisa vaksin loh. Lebih cepat mereka vaksin, lebih cepat juga tubuh mereka terlindungi dari serangan virus COVID-19. 
#BerharapTakBerpisah https://t.co/RJBI6MvM2x",1,0,188
189,lastminute_id,"Kalo aku sih mending di vaksin, dapet sehatnya iya, jadi lebih tenang juga. Daripada harus berurusan dengan viris COVID-19 kan, ih ngeri banget. 
#BerharapTakBerpisah https://t.co/8TMmvcrMz5",0,0,189
190,RiskaNgilan,"Pentingnya vaksin COVID-19 di masa pandemi bukan hanya untuk diri sendiri, namun juga orang lain. Saat seseorang terinfeksi virus Corona, maka ia berisiko menularkannya ke orang-orang di sekitar kita. Dengan vaksinasi, penularan bisa diminimalisir. #BerharapTakBerpisah kan? https://t.co/BftqAWCJxg",0,0,190
191,LeylaHana,"Kalo udah vaksin apakah bisa terbebas dari virus? Kenapa masih ada orang yang terkena virus padahal udah divaksin? Well, manfaat vaksin adalah mengurangi tingkat keparahan yang bisa menyebabkan kematian akibat terkena virus covid-19. 
#BerharapTakBerpisah",0,0,191
192,beritamanado,Berita terbaru: Kapolsek Ranowulu Jemput Langsung Warga yang Belum https://t.co/RfsbJKPthg #Kapolres_Bitung #Polsek_Ranowulu #Vaksin_Covid-19,0,0,192
193,TinaSindy,"Apalagi sekarang nih ga perlu takut kehabisan vaksin dan jangan pilih pilih vaksin, karena pemerintah terus bekerja sama untuk mendatangkan stok vaksin Covid-19. 
#BerharapTakBerpisah https://t.co/GUdr0syl7t",0,0,193
194,anis_sa_ae,"Vaksin merupakan perlindungan terbaik dari serangan omicron. Oleh karena itu, saling tularkan semangat vaksin untuk meningkatkan sistem kekebalan tubuh kita. Apalagi Omicron penyebarannya sangat cepat dan harus diwaspadai varian baru COVID-19 satu ini. #BerharapTakBerpisah",0,0,194
195,andikceritanya,"Di mn tahun depan, Indonesia tuh akan memulai vaksin booster, oleh karenanya stok vaksin terus ditambah. Ada dua skenario disiapkan utk vaksin booster Covid-19 yg rencananya dimulai pada Januari 2022.

#BerharapTakBerpisah",0,0,195
196,eno_basuki,"Vaksin merupakan kunci pencegahan penularan covid 19 dan tentunya juga harus kata prokes

#BerharapTakBerpisah https://t.co/eXsTNVoJA3",2,1,196
197,eno_basuki,"Tak perlu lagi takut kehabisan stok vaksin covid-19 karena pemerintah terus datangkan vaksin

#BerharapTakBerpisah https://t.co/dpnRsY6Urd",0,0,197
198,RiskaNgilan,"Agar tidak ada lagi keraguan untuk mendapatkan vaksin COVID-19, kamu bisa kenali 4 aspek pentingnya vaksin COVID-19 di masa pandemi. #BerharapTakBerpisah kamu harus tahu dulu hal ini. https://t.co/ifV3xbcLUk",0,0,198
199,iznieocti,"Semua merk vaksin covid-19 aman kok, sudah ada izin BPOM nya. Manfaatnya pun sama. Jadi, ga perlu ragu lagi ya, apalagi takut. 
#BerharapTakBerpisah https://t.co/rfHX9lNRR9",1,0,199
200,awanmalangit,"Untuk vaksinasi covid-19 ini juga tidak ada lagi syarat sesuai dengan domisili KTP loh. Jadi semua orang bebas mau melakukan vaksinasi di manapun, benar-benar mudah kok kalo mau melakukan vaksin covid sekarang tuh.
#BerharapTakBerpisah https://t.co/uvC92Wtk9t",0,0,200
201,anis_sa_ae,"Harus ekstra semangat, nih, gak hanya terburu-buru balapan vaksinasi COVID-19, kita juga harus mencapai target 80% target vaksinasi agar HERD Immunity tercapai. Yuk, kebut vaksinasi agar tidal ada celah risiko kenaikan kasusa yang belum vaksin, segera vaksin! #BerharapTakBerpisah",0,0,201
202,awanmalangit,"Dan tidak usah takut untuk melakukan vaksinasi covid-19, karena vaksinasi ini prosesnya mudah dan juga gratis loh, apalagi kini banyak tempat layanan kesehatan yang menyediakan vaksin covid-19 ini, jadi tinggal pilih yang terdekat dari tempat kita tinggal. #BerharapTakBerpisah",1,0,202
203,mhdsyahuri,Marinir Gelar Vaksin Covid-19 Untuk Anak-Anak https://t.co/f3ztdsbzx6,0,0,203
204,gibsumut,Marinir Gelar Vaksin Covid-19 Untuk Anak-Anak https://t.co/SyFSIxYYl6,0,0,204
205,Naraera1,"Coba pilih mana takut covid 19  Apa takut divaksin??
Ayo segera divaksin ...
vaksin aman untuk kita
#BerharapTakBerpisah https://t.co/FlzQ1C5hpE",1,0,205
206,st_nurjanahh,"Meskipun sudah mendapat vaksin, tidak menjadi jaminan sepenuhnya seseorang tidak akan terinfeksi COVID-19 karena masih ada ancaman varian baru virus tersebut yang bermutasi

#BerharapTakBerpisah",1,0,206
207,ikapuspita17,"Bagi kalian yang sama sekali belum vaksin, buruan daftar vaksin. Stok nya masih aman kok. Pemerintah terus bekerjasama mendatangkan vaksin covid 19.  #BerharapTakBerpisah https://t.co/UXlR2LTzEc",0,0,207
208,anis_sa_ae,"Meski ada beragam jenis vaksin kalian gak perlu pilih-pilih di antara mereka. Apapun mereknya, vaksin COVID-19 tetap sama manfaatnya, yaitu mengurangi keparahan atau kematian akibat terpapar COVID-19. Segera vaksin tanpa harus bimbang dan takut lagi, yuk! #BerharapTakBerpisah",0,0,208
209,bowosusilo94,"Ingat, jangan ditunda-tunda ya gengs kalau mau vaksin. Lebih cepat lebih baik. Apalagi Covid-19 varian omicron dah masuk ke Indonesia. 

#BerharapTakBerpisah https://t.co/H3mF3TWmZ4",0,0,209
210,iznieocti,"Alasan anak usia 6-11 tahun perlu divaksinasi adalah karena mereka dapat tertular dan juga menularkan Covid-19 ke orang sekitar, termasuk orang tuanya. Yuk vaksin yuk #BerharapTakBerpisah https://t.co/FNc10aCfvi",1,0,210
211,Revenge00810455,"#BerharapTakBerpisah 

Pemerintah kita itu hebat loh, stok vaksin covid-19 di Indonesia sangat aman tercukupi, padahal banyak negara berebut dan antri untuk dapatkan vaksin. https://t.co/QQsd6e6tDO",5,2,211
212,Revenge00810455,"#BerharapTakBerpisah 

Lawan covid-19 itu dengan vaksin, bukan dengan otot. https://t.co/R8JpFOzJjx",7,3,212
213,Revenge00810455,"#BerharapTakBerpisah 

Vaksin covid-19 itu ikhtiar kita bersama dalam melawan virus Corona. Beruntung tahu Indonesia gratis untuk vaksin, ada loh negara luar yang bayar. https://t.co/a8TnL63TGS",3,1,213
214,June_dya77,"#BerharapTakBerpisah 

Mari vaksin, biar Covid-19 cepat selesai dan kita bisa kembali hidup normal. https://t.co/PecWlmuuGD",2,1,214
215,mh_ranie,"Vaksin covid 19 itu sangat mudah tidak sakit apa lagi bikin hati gundah yuk vaksin biar covid 19 cepat selesai 

#BerharapTakBerpisah https://t.co/muyiesWfrW",1,1,215
